LowBirthWeightIndLowBirthWeightIndDesc,BirthAgeGroupAgeGroupDesc,YearBirthYearDesc,CountyCountyName,BirthCount,Birth Count_PCT,SORT
Normal birth weight (2500g+),20 to 24,2006,Knox,196,26.9,1243
Normal birth weight (2500g+),25 to 29,2006,Knox,234,32.1,1244
Normal birth weight (2500g+),30 to 34,2006,Knox,128,17.6,1245
Normal birth weight (2500g+),35 to 39,2006,Knox,59,8.1,1246
Normal birth weight (2500g+),40 to 44,2006,Knox,*,*,1247
Normal birth weight (2500g+),45 and older,2006,Knox,*,*,1248
Low birth weight (<2500g),Less than 15,2006,Lake,0,0.0,1260
Low birth weight (<2500g),15 to 17,2006,Lake,4,0.2,1261
Low birth weight (<2500g),18 to 19,2006,Lake,6,0.2,1262
Low birth weight (<2500g),20 to 24,2006,Lake,36,1.4,1263
Low birth weight (<2500g),25 to 29,2006,Lake,59,2.3,1264
Low birth weight (<2500g),30 to 34,2006,Lake,44,1.7,1265
Low birth weight (<2500g),35 to 39,2006,Lake,25,1.0,1266
Low birth weight (<2500g),40 to 44,2006,Lake,7,0.3,1267
Low birth weight (<2500g),45 and older,2006,Lake,*,*,1268
Normal birth weight (2500g+),Less than 15,2006,Lake,*,*,1270
Normal birth weight (2500g+),15 to 17,2006,Lake,45,1.8,1271
Normal birth weight (2500g+),18 to 19,2006,Lake,108,4.3,1272
Normal birth weight (2500g+),20 to 24,2006,Lake,451,17.8,1273
Normal birth weight (2500g+),25 to 29,2006,Lake,701,27.6,1274
Normal birth weight (2500g+),30 to 34,2006,Lake,626,24.7,1275
Normal birth weight (2500g+),35 to 39,2006,Lake,350,13.8,1276
Normal birth weight (2500g+),40 to 44,2006,Lake,68,2.7,1277
Normal birth weight (2500g+),45 and older,2006,Lake,*,*,1278
Low birth weight (<2500g),Less than 15,2006,Lawrence,0,0.0,1290
Low birth weight (<2500g),15 to 17,2006,Lawrence,2,0.3,1291
Low birth weight (<2500g),18 to 19,2006,Lawrence,9,1.1,1292
Low birth weight (<2500g),20 to 24,2006,Lawrence,47,5.9,1293
Low birth weight (<2500g),25 to 29,2006,Lawrence,23,2.9,1294
Low birth weight (<2500g),30 to 34,2006,Lawrence,12,1.5,1295
Low birth weight (<2500g),35 to 39,2006,Lawrence,4,0.5,1296
Low birth weight (<2500g),40 to 44,2006,Lawrence,*,*,1297
Low birth weight (<2500g),45 and older,2006,Lawrence,0,0.0,1298
Normal birth weight (2500g+),Less than 15,2006,Lawrence,*,*,1300
Normal birth weight (2500g+),15 to 17,2006,Lawrence,25,3.2,1301
Normal birth weight (2500g+),18 to 19,2006,Lawrence,66,8.3,1302
Normal birth weight (2500g+),20 to 24,2006,Lawrence,224,28.3,1303
Normal birth weight (2500g+),25 to 29,2006,Lawrence,210,26.5,1304
Normal birth weight (2500g+),30 to 34,2006,Lawrence,115,14.5,1305
Normal birth weight (2500g+),35 to 39,2006,Lawrence,47,5.9,1306
Normal birth weight (2500g+),40 to 44,2006,Lawrence,*,*,1307
Normal birth weight (2500g+),45 and older,2006,Lawrence,*,*,1308
Low birth weight (<2500g),Less than 15,2006,Licking,*,*,1320
Low birth weight (<2500g),15 to 17,2006,Licking,3,0.1,1321
Low birth weight (<2500g),18 to 19,2006,Licking,18,0.8,1322
Low birth weight (<2500g),20 to 24,2006,Licking,43,2.0,1323
Low birth weight (<2500g),25 to 29,2006,Licking,58,2.7,1324
Low birth weight (<2500g),30 to 34,2006,Licking,39,1.8,1325
Low birth weight (<2500g),35 to 39,2006,Licking,19,0.9,1326
Low birth weight (<2500g),40 to 44,2006,Licking,0,0.0,1327
Low birth weight (<2500g),45 and older,2006,Licking,0,0.0,1328
Normal birth weight (2500g+),Less than 15,2006,Licking,*,*,1330
Normal birth weight (2500g+),15 to 17,2006,Licking,48,2.3,1331
Normal birth weight (2500g+),18 to 19,2006,Licking,159,7.5,1332
Normal birth weight (2500g+),20 to 24,2006,Licking,537,25.3,1333
Normal birth weight (2500g+),25 to 29,2006,Licking,575,27.0,1334
Normal birth weight (2500g+),30 to 34,2006,Licking,389,18.3,1335
Normal birth weight (2500g+),35 to 39,2006,Licking,193,9.1,1336
Normal birth weight (2500g+),40 to 44,2006,Licking,36,1.7,1337
Normal birth weight (2500g+),45 and older,2006,Licking,*,*,1338
Low birth weight (<2500g),Less than 15,2006,Logan,0,0.0,1350
Low birth weight (<2500g),15 to 17,2006,Logan,1,0.2,1351
Low birth weight (<2500g),18 to 19,2006,Logan,5,0.8,1352
Low birth weight (<2500g),20 to 24,2006,Logan,10,1.5,1353
Low birth weight (<2500g),25 to 29,2006,Logan,7,1.1,1354
Low birth weight (<2500g),30 to 34,2006,Logan,8,1.2,1355
Low birth weight (<2500g),35 to 39,2006,Logan,8,1.2,1356
Low birth weight (<2500g),40 to 44,2006,Logan,*,*,1357
Low birth weight (<2500g),45 and older,2006,Logan,0,0.0,1358
Normal birth weight (2500g+),Less than 15,2006,Logan,*,*,1360
Normal birth weight (2500g+),15 to 17,2006,Logan,*,*,1361
Normal birth weight (2500g+),18 to 19,2006,Logan,64,9.8,1362
Normal birth weight (2500g+),20 to 24,2006,Logan,210,32.3,1363
Normal birth weight (2500g+),25 to 29,2006,Logan,164,25.2,1364
Normal birth weight (2500g+),30 to 34,2006,Logan,113,17.4,1365
Normal birth weight (2500g+),35 to 39,2006,Logan,40,6.2,1366
Normal birth weight (2500g+),40 to 44,2006,Logan,*,*,1367
Normal birth weight (2500g+),45 and older,2006,Logan,*,*,1368
Low birth weight (<2500g),Less than 15,2006,Lorain,0,0.0,1380
Low birth weight (<2500g),15 to 17,2006,Lorain,11,0.3,1381
Low birth weight (<2500g),18 to 19,2006,Lorain,24,0.7,1382
Low birth weight (<2500g),20 to 24,2006,Lorain,60,1.6,1383
Low birth weight (<2500g),25 to 29,2006,Lorain,71,1.9,1384
Low birth weight (<2500g),30 to 34,2006,Lorain,67,1.8,1385
Low birth weight (<2500g),35 to 39,2006,Lorain,39,1.1,1386
Low birth weight (<2500g),40 to 44,2006,Lorain,13,0.4,1387
Low birth weight (<2500g),45 and older,2006,Lorain,0,0.0,1388
Normal birth weight (2500g+),Less than 15,2006,Lorain,0,0.0,1390
Normal birth weight (2500g+),15 to 17,2006,Lorain,105,2.9,1391
Normal birth weight (2500g+),18 to 19,2006,Lorain,218,6.0,1392
Normal birth weight (2500g+),20 to 24,2006,Lorain,884,24.1,1393
Normal birth weight (2500g+),25 to 29,2006,Lorain,944,25.8,1394
Normal birth weight (2500g+),30 to 34,2006,Lorain,783,21.4,1395
Normal birth weight (2500g+),35 to 39,2006,Lorain,384,10.5,1396
Normal birth weight (2500g+),40 to 44,2006,Lorain,57,1.6,1397
Normal birth weight (2500g+),45 and older,2006,Lorain,*,*,1398
Low birth weight (<2500g),Less than 15,2006,Lucas,0,0.0,1410
Low birth weight (<2500g),15 to 17,2006,Lucas,28,0.4,1411
Low birth weight (<2500g),18 to 19,2006,Lucas,60,0.9,1412
Low birth weight (<2500g),20 to 24,2006,Lucas,182,2.8,1413
Low birth weight (<2500g),25 to 29,2006,Lucas,168,2.6,1414
Low birth weight (<2500g),30 to 34,2006,Lucas,115,1.8,1415
Low birth weight (<2500g),35 to 39,2006,Lucas,58,0.9,1416
Low birth weight (<2500g),40 to 44,2006,Lucas,10,0.2,1417
Low birth weight (<2500g),45 and older,2006,Lucas,0,0.0,1418
Normal birth weight (2500g+),Less than 15,2006,Lucas,*,*,1420
Normal birth weight (2500g+),15 to 17,2006,Lucas,241,3.7,1421
Normal birth weight (2500g+),18 to 19,2006,Lucas,513,7.9,1422
Normal birth weight (2500g+),20 to 24,2006,Lucas,1678,26.0,1423
Normal birth weight (2500g+),25 to 29,2006,Lucas,1652,25.6,1424
Normal birth weight (2500g+),30 to 34,2006,Lucas,1173,18.2,1425
Normal birth weight (2500g+),35 to 39,2006,Lucas,478,7.4,1426
Normal birth weight (2500g+),40 to 44,2006,Lucas,84,1.3,1427
Normal birth weight (2500g+),45 and older,2006,Lucas,*,*,1428
Low birth weight (<2500g),Less than 15,2006,Madison,*,*,1440
Low birth weight (<2500g),15 to 17,2006,Madison,0,0.0,1441
Low birth weight (<2500g),18 to 19,2006,Madison,4,0.8,1442
Low birth weight (<2500g),20 to 24,2006,Madison,13,2.6,1443
Low birth weight (<2500g),25 to 29,2006,Madison,19,3.8,1444
Low birth weight (<2500g),30 to 34,2006,Madison,2,0.4,1445
Low birth weight (<2500g),35 to 39,2006,Madison,2,0.4,1446
Low birth weight (<2500g),40 to 44,2006,Madison,1,0.2,1447
Low birth weight (<2500g),45 and older,2006,Madison,0,0.0,1448
Normal birth weight (2500g+),Less than 15,2006,Madison,0,0.0,1450
Normal birth weight (2500g+),15 to 17,2006,Madison,*,*,1451
Normal birth weight (2500g+),18 to 19,2006,Madison,35,7.0,1452
Normal birth weight (2500g+),20 to 24,2006,Madison,140,27.9,1453
Normal birth weight (2500g+),25 to 29,2006,Madison,139,27.7,1454
Normal birth weight (2500g+),30 to 34,2006,Madison,78,15.6,1455
Normal birth weight (2500g+),35 to 39,2006,Madison,49,9.8,1456
Normal birth weight (2500g+),40 to 44,2006,Madison,*,*,1457
Normal birth weight (2500g+),45 and older,2006,Madison,0,0.0,1458
Low birth weight (<2500g),Less than 15,2006,Mahoning,*,*,1470
Low birth weight (<2500g),15 to 17,2006,Mahoning,10,0.4,1471
Low birth weight (<2500g),18 to 19,2006,Mahoning,29,1.1,1472
Low birth weight (<2500g),20 to 24,2006,Mahoning,76,2.9,1473
Low birth weight (<2500g),25 to 29,2006,Mahoning,63,2.4,1474
Low birth weight (<2500g),30 to 34,2006,Mahoning,62,2.3,1475
Low birth weight (<2500g),35 to 39,2006,Mahoning,33,1.2,1476
Low birth weight (<2500g),40 to 44,2006,Mahoning,4,0.2,1477
Low birth weight (<2500g),45 and older,2006,Mahoning,0,0.0,1478
Normal birth weight (2500g+),Less than 15,2006,Mahoning,*,*,1480
Normal birth weight (2500g+),15 to 17,2006,Mahoning,123,4.6,1481
Normal birth weight (2500g+),18 to 19,2006,Mahoning,179,6.7,1482
Normal birth weight (2500g+),20 to 24,2006,Mahoning,623,23.4,1483
Normal birth weight (2500g+),25 to 29,2006,Mahoning,689,25.8,1484
Normal birth weight (2500g+),30 to 34,2006,Mahoning,477,17.9,1485
Normal birth weight (2500g+),35 to 39,2006,Mahoning,249,9.3,1486
Normal birth weight (2500g+),40 to 44,2006,Mahoning,40,1.5,1487
Normal birth weight (2500g+),45 and older,2006,Mahoning,*,*,1488
Low birth weight (<2500g),Less than 15,2006,Marion,0,0.0,1500
Low birth weight (<2500g),15 to 17,2006,Marion,4,0.5,1501
Low birth weight (<2500g),18 to 19,2006,Marion,9,1.2,1502
Low birth weight (<2500g),20 to 24,2006,Marion,34,4.5,1503
Low birth weight (<2500g),25 to 29,2006,Marion,19,2.5,1504
Low birth weight (<2500g),30 to 34,2006,Marion,8,1.1,1505
Low birth weight (<2500g),35 to 39,2006,Marion,5,0.7,1506
Low birth weight (<2500g),40 to 44,2006,Marion,*,*,1507
Low birth weight (<2500g),45 and older,2006,Marion,0,0.0,1508
Normal birth weight (2500g+),Less than 15,2006,Marion,*,*,1510
Normal birth weight (2500g+),15 to 17,2006,Marion,34,4.5,1511
Normal birth weight (2500g+),18 to 19,2006,Marion,66,8.8,1512
Normal birth weight (2500g+),20 to 24,2006,Marion,240,32.1,1513
Normal birth weight (2500g+),25 to 29,2006,Marion,187,25.0,1514
Normal birth weight (2500g+),30 to 34,2006,Marion,99,13.2,1515
Normal birth weight (2500g+),35 to 39,2006,Marion,32,4.3,1516
Normal birth weight (2500g+),40 to 44,2006,Marion,*,*,1517
Normal birth weight (2500g+),45 and older,2006,Marion,0,0.0,1518
Low birth weight (<2500g),Less than 15,2006,Medina,0,0.0,1530
Low birth weight (<2500g),15 to 17,2006,Medina,1,0.1,1531
Low birth weight (<2500g),18 to 19,2006,Medina,4,0.2,1532
Low birth weight (<2500g),20 to 24,2006,Medina,23,1.2,1533
Low birth weight (<2500g),25 to 29,2006,Medina,29,1.5,1534
Low birth weight (<2500g),30 to 34,2006,Medina,37,1.9,1535
Low birth weight (<2500g),35 to 39,2006,Medina,36,1.8,1536
Low birth weight (<2500g),40 to 44,2006,Medina,4,0.2,1537
Low birth weight (<2500g),45 and older,2006,Medina,0,0.0,1538
Normal birth weight (2500g+),Less than 15,2006,Medina,0,0.0,1540
Normal birth weight (2500g+),15 to 17,2006,Medina,*,*,1541
Normal birth weight (2500g+),18 to 19,2006,Medina,67,3.4,1542
Normal birth weight (2500g+),20 to 24,2006,Medina,266,13.4,1543
Normal birth weight (2500g+),25 to 29,2006,Medina,569,28.6,1544
Normal birth weight (2500g+),30 to 34,2006,Medina,602,30.3,1545
Normal birth weight (2500g+),35 to 39,2006,Medina,275,13.8,1546
Normal birth weight (2500g+),40 to 44,2006,Medina,54,2.7,1547
Normal birth weight (2500g+),45 and older,2006,Medina,0,0.0,1548
Low birth weight (<2500g),Less than 15,2006,Meigs,0,0.0,1560
Low birth weight (<2500g),15 to 17,2006,Meigs,*,*,1561
Low birth weight (<2500g),18 to 19,2006,Meigs,5,1.9,1562
Low birth weight (<2500g),20 to 24,2006,Meigs,9,3.4,1563
Low birth weight (<2500g),25 to 29,2006,Meigs,8,3.0,1564
Low birth weight (<2500g),30 to 34,2006,Meigs,4,1.5,1565
Low birth weight (<2500g),35 to 39,2006,Meigs,3,1.1,1566
Low birth weight (<2500g),40 to 44,2006,Meigs,*,*,1567
Low birth weight (<2500g),45 and older,2006,Meigs,0,0.0,1568
Normal birth weight (2500g+),Less than 15,2006,Meigs,*,*,1570
Normal birth weight (2500g+),15 to 17,2006,Meigs,*,*,1571
Normal birth weight (2500g+),18 to 19,2006,Meigs,*,*,1572
Normal birth weight (2500g+),20 to 24,2006,Meigs,88,33.0,1573
Normal birth weight (2500g+),25 to 29,2006,Meigs,62,23.2,1574
Normal birth weight (2500g+),30 to 34,2006,Meigs,37,13.9,1575
Normal birth weight (2500g+),35 to 39,2006,Meigs,*,*,1576
Normal birth weight (2500g+),40 to 44,2006,Meigs,*,*,1577
Normal birth weight (2500g+),45 and older,2006,Meigs,0,0.0,1578
Low birth weight (<2500g),Less than 15,2006,Mercer,0,0.0,1590
Low birth weight (<2500g),15 to 17,2006,Mercer,*,*,1591
Low birth weight (<2500g),18 to 19,2006,Mercer,6,1.1,1592
Low birth weight (<2500g),20 to 24,2006,Mercer,12,2.1,1593
Low birth weight (<2500g),25 to 29,2006,Mercer,4,0.7,1594
Low birth weight (<2500g),30 to 34,2006,Mercer,6,1.1,1595
Low birth weight (<2500g),35 to 39,2006,Mercer,1,0.2,1596
Low birth weight (<2500g),40 to 44,2006,Mercer,*,*,1597
Low birth weight (<2500g),45 and older,2006,Mercer,0,0.0,1598
Normal birth weight (2500g+),Less than 15,2006,Mercer,*,*,1600
Normal birth weight (2500g+),15 to 17,2006,Mercer,*,*,1601
Normal birth weight (2500g+),18 to 19,2006,Mercer,27,4.8,1602
Normal birth weight (2500g+),20 to 24,2006,Mercer,137,24.4,1603
Normal birth weight (2500g+),25 to 29,2006,Mercer,184,32.7,1604
Normal birth weight (2500g+),30 to 34,2006,Mercer,129,23.0,1605
Normal birth weight (2500g+),35 to 39,2006,Mercer,33,5.9,1606
Normal birth weight (2500g+),40 to 44,2006,Mercer,*,*,1607
Normal birth weight (2500g+),45 and older,2006,Mercer,*,*,1608
Low birth weight (<2500g),Less than 15,2006,Miami,0,0.0,1620
Low birth weight (<2500g),15 to 17,2006,Miami,2,0.2,1621
Low birth weight (<2500g),18 to 19,2006,Miami,9,0.8,1622
Low birth weight (<2500g),20 to 24,2006,Miami,32,2.7,1623
Low birth weight (<2500g),25 to 29,2006,Miami,28,2.3,1624
Low birth weight (<2500g),30 to 34,2006,Miami,14,1.2,1625
Low birth weight (<2500g),35 to 39,2006,Miami,6,0.5,1626
Low birth weight (<2500g),40 to 44,2006,Miami,3,0.3,1627
Low birth weight (<2500g),45 and older,2006,Miami,*,*,1628
Normal birth weight (2500g+),Less than 15,2006,Miami,*,*,1630
Normal birth weight (2500g+),15 to 17,2006,Miami,29,2.4,1631
Normal birth weight (2500g+),18 to 19,2006,Miami,70,5.8,1632
Normal birth weight (2500g+),20 to 24,2006,Miami,320,26.7,1633
Normal birth weight (2500g+),25 to 29,2006,Miami,351,29.3,1634
Normal birth weight (2500g+),30 to 34,2006,Miami,213,17.8,1635
Normal birth weight (2500g+),35 to 39,2006,Miami,102,8.5,1636
Normal birth weight (2500g+),40 to 44,2006,Miami,*,*,1637
Normal birth weight (2500g+),45 and older,2006,Miami,0,0.0,1638
Low birth weight (<2500g),Less than 15,2006,Monroe,0,0.0,1650
Low birth weight (<2500g),15 to 17,2006,Monroe,0,0.0,1651
Low birth weight (<2500g),18 to 19,2006,Monroe,*,*,1652
Low birth weight (<2500g),20 to 24,2006,Monroe,3,2.0,1653
Low birth weight (<2500g),25 to 29,2006,Monroe,5,3.3,1654
Low birth weight (<2500g),30 to 34,2006,Monroe,6,4.0,1655
Low birth weight (<2500g),35 to 39,2006,Monroe,0,0.0,1656
Low birth weight (<2500g),40 to 44,2006,Monroe,0,0.0,1657
Low birth weight (<2500g),45 and older,2006,Monroe,0,0.0,1658
Normal birth weight (2500g+),Less than 15,2006,Monroe,0,0.0,1660
Normal birth weight (2500g+),15 to 17,2006,Monroe,*,*,1661
Normal birth weight (2500g+),18 to 19,2006,Monroe,*,*,1662
Normal birth weight (2500g+),20 to 24,2006,Monroe,43,28.7,1663
Normal birth weight (2500g+),25 to 29,2006,Monroe,42,28.0,1664
Normal birth weight (2500g+),30 to 34,2006,Monroe,25,16.7,1665
Normal birth weight (2500g+),35 to 39,2006,Monroe,*,*,1666
Normal birth weight (2500g+),40 to 44,2006,Monroe,*,*,1667
Normal birth weight (2500g+),45 and older,2006,Monroe,*,*,1668
Low birth weight (<2500g),Less than 15,2006,Montgomery,*,*,1680
Low birth weight (<2500g),15 to 17,2006,Montgomery,30,0.4,1681
Low birth weight (<2500g),18 to 19,2006,Montgomery,57,0.8,1682
Low birth weight (<2500g),20 to 24,2006,Montgomery,202,2.8,1683
Low birth weight (<2500g),25 to 29,2006,Montgomery,177,2.4,1684
Low birth weight (<2500g),30 to 34,2006,Montgomery,114,1.6,1685
Low birth weight (<2500g),35 to 39,2006,Montgomery,49,0.7,1686
Low birth weight (<2500g),40 to 44,2006,Montgomery,12,0.2,1687
Low birth weight (<2500g),45 and older,2006,Montgomery,0,0.0,1688
Normal birth weight (2500g+),Less than 15,2006,Montgomery,*,*,1690
Normal birth weight (2500g+),15 to 17,2006,Montgomery,225,3.1,1691
Normal birth weight (2500g+),18 to 19,2006,Montgomery,530,7.3,1692
Normal birth weight (2500g+),20 to 24,2006,Montgomery,1951,26.9,1693
Normal birth weight (2500g+),25 to 29,2006,Montgomery,1921,26.5,1694
Normal birth weight (2500g+),30 to 34,2006,Montgomery,1320,18.2,1695
Normal birth weight (2500g+),35 to 39,2006,Montgomery,543,7.5,1696
Normal birth weight (2500g+),40 to 44,2006,Montgomery,96,1.3,1697
Normal birth weight (2500g+),45 and older,2006,Montgomery,*,*,1698
Low birth weight (<2500g),Less than 15,2006,Morgan,0,0.0,1710
Low birth weight (<2500g),15 to 17,2006,Morgan,0,0.0,1711
Low birth weight (<2500g),18 to 19,2006,Morgan,*,*,1712
Low birth weight (<2500g),20 to 24,2006,Morgan,6,3.3,1713
Low birth weight (<2500g),25 to 29,2006,Morgan,6,3.3,1714
Low birth weight (<2500g),30 to 34,2006,Morgan,0,0.0,1715
Low birth weight (<2500g),35 to 39,2006,Morgan,2,1.1,1716
Low birth weight (<2500g),40 to 44,2006,Morgan,*,*,1717
Low birth weight (<2500g),45 and older,2006,Morgan,0,0.0,1718
Normal birth weight (2500g+),Less than 15,2006,Morgan,*,*,1720
Normal birth weight (2500g+),15 to 17,2006,Morgan,*,*,1721
Normal birth weight (2500g+),18 to 19,2006,Morgan,*,*,1722
Normal birth weight (2500g+),20 to 24,2006,Morgan,62,34.3,1723
Normal birth weight (2500g+),25 to 29,2006,Morgan,48,26.5,1724
Normal birth weight (2500g+),30 to 34,2006,Morgan,27,14.9,1725
Normal birth weight (2500g+),35 to 39,2006,Morgan,*,*,1726
Normal birth weight (2500g+),40 to 44,2006,Morgan,*,*,1727
Normal birth weight (2500g+),45 and older,2006,Morgan,0,0.0,1728
Low birth weight (<2500g),Less than 15,2006,Morrow,0,0.0,1740
Low birth weight (<2500g),15 to 17,2006,Morrow,3,0.7,1741
Low birth weight (<2500g),18 to 19,2006,Morrow,3,0.7,1742
Low birth weight (<2500g),20 to 24,2006,Morrow,18,4.3,1743
Low birth weight (<2500g),25 to 29,2006,Morrow,4,1.0,1744
Low birth weight (<2500g),30 to 34,2006,Morrow,3,0.7,1745
Low birth weight (<2500g),35 to 39,2006,Morrow,3,0.7,1746
Low birth weight (<2500g),40 to 44,2006,Morrow,0,0.0,1747
Low birth weight (<2500g),45 and older,2006,Morrow,0,0.0,1748
Normal birth weight (2500g+),Less than 15,2006,Morrow,*,*,1750
Normal birth weight (2500g+),15 to 17,2006,Morrow,*,*,1751
Normal birth weight (2500g+),18 to 19,2006,Morrow,34,8.2,1752
Normal birth weight (2500g+),20 to 24,2006,Morrow,109,26.3,1753
Normal birth weight (2500g+),25 to 29,2006,Morrow,101,24.3,1754
Normal birth weight (2500g+),30 to 34,2006,Morrow,70,16.9,1755
Normal birth weight (2500g+),35 to 39,2006,Morrow,39,9.4,1756
Normal birth weight (2500g+),40 to 44,2006,Morrow,*,*,1757
Normal birth weight (2500g+),45 and older,2006,Morrow,0,0.0,1758
Low birth weight (<2500g),Less than 15,2006,Muskingum,0,0.0,1770
Low birth weight (<2500g),15 to 17,2006,Muskingum,5,0.5,1771
Low birth weight (<2500g),18 to 19,2006,Muskingum,10,0.9,1772
Low birth weight (<2500g),20 to 24,2006,Muskingum,42,3.8,1773
Low birth weight (<2500g),25 to 29,2006,Muskingum,21,1.9,1774
Low birth weight (<2500g),30 to 34,2006,Muskingum,5,0.5,1775
Low birth weight (<2500g),35 to 39,2006,Muskingum,6,0.5,1776
Low birth weight (<2500g),40 to 44,2006,Muskingum,*,*,1777
Low birth weight (<2500g),45 and older,2006,Muskingum,*,*,1778
Normal birth weight (2500g+),Less than 15,2006,Muskingum,0,0.0,1780
Normal birth weight (2500g+),15 to 17,2006,Muskingum,35,3.2,1781
Normal birth weight (2500g+),18 to 19,2006,Muskingum,87,7.9,1782
Normal birth weight (2500g+),20 to 24,2006,Muskingum,374,33.8,1783
Normal birth weight (2500g+),25 to 29,2006,Muskingum,283,25.6,1784
Normal birth weight (2500g+),30 to 34,2006,Muskingum,159,14.4,1785
Normal birth weight (2500g+),35 to 39,2006,Muskingum,65,5.9,1786
Normal birth weight (2500g+),40 to 44,2006,Muskingum,*,*,1787
Normal birth weight (2500g+),45 and older,2006,Muskingum,0,0.0,1788
Low birth weight (<2500g),Less than 15,2006,Noble,0,0.0,1800
Low birth weight (<2500g),15 to 17,2006,Noble,*,*,1801
Low birth weight (<2500g),18 to 19,2006,Noble,0,0.0,1802
Low birth weight (<2500g),20 to 24,2006,Noble,*,*,1803
Low birth weight (<2500g),25 to 29,2006,Noble,2,1.4,1804
Low birth weight (<2500g),30 to 34,2006,Noble,0,0.0,1805
Low birth weight (<2500g),35 to 39,2006,Noble,*,*,1806
Low birth weight (<2500g),40 to 44,2006,Noble,0,0.0,1807
Low birth weight (<2500g),45 and older,2006,Noble,0,0.0,1808
Normal birth weight (2500g+),Less than 15,2006,Noble,0,0.0,1810
Normal birth weight (2500g+),15 to 17,2006,Noble,*,*,1811
Normal birth weight (2500g+),18 to 19,2006,Noble,*,*,1812
Normal birth weight (2500g+),20 to 24,2006,Noble,48,33.8,1813
Normal birth weight (2500g+),25 to 29,2006,Noble,42,29.6,1814
Normal birth weight (2500g+),30 to 34,2006,Noble,*,*,1815
Normal birth weight (2500g+),35 to 39,2006,Noble,*,*,1816
Normal birth weight (2500g+),40 to 44,2006,Noble,*,*,1817
Normal birth weight (2500g+),45 and older,2006,Noble,0,0.0,1818
Low birth weight (<2500g),Less than 15,2006,NonOH,0,0.0,1830
Low birth weight (<2500g),15 to 17,2006,NonOH,0,0.0,1831
Low birth weight (<2500g),18 to 19,2006,NonOH,0,0.0,1832
Low birth weight (<2500g),20 to 24,2006,NonOH,0,0.0,1833
Low birth weight (<2500g),25 to 29,2006,NonOH,0,0.0,1834
Low birth weight (<2500g),30 to 34,2006,NonOH,0,0.0,1835
Low birth weight (<2500g),35 to 39,2006,NonOH,0,0.0,1836
Low birth weight (<2500g),40 to 44,2006,NonOH,0,0.0,1837
Low birth weight (<2500g),45 and older,2006,NonOH,0,0.0,1838
Normal birth weight (2500g+),Less than 15,2006,NonOH,0,0.0,1840
Normal birth weight (2500g+),15 to 17,2006,NonOH,0,0.0,1841
Normal birth weight (2500g+),18 to 19,2006,NonOH,0,0.0,1842
Normal birth weight (2500g+),20 to 24,2006,NonOH,0,0.0,1843
Normal birth weight (2500g+),25 to 29,2006,NonOH,0,0.0,1844
Normal birth weight (2500g+),30 to 34,2006,NonOH,0,0.0,1845
Normal birth weight (2500g+),35 to 39,2006,NonOH,0,0.0,1846
Normal birth weight (2500g+),40 to 44,2006,NonOH,0,0.0,1847
Normal birth weight (2500g+),45 and older,2006,NonOH,0,0.0,1848
Low birth weight (<2500g),Less than 15,2006,Ottawa,0,0.0,1860
Low birth weight (<2500g),15 to 17,2006,Ottawa,*,*,1861
Low birth weight (<2500g),18 to 19,2006,Ottawa,0,0.0,1862
Low birth weight (<2500g),20 to 24,2006,Ottawa,6,1.4,1863
Low birth weight (<2500g),25 to 29,2006,Ottawa,11,2.6,1864
Low birth weight (<2500g),30 to 34,2006,Ottawa,5,1.2,1865
Low birth weight (<2500g),35 to 39,2006,Ottawa,5,1.2,1866
Low birth weight (<2500g),40 to 44,2006,Ottawa,*,*,1867
Low birth weight (<2500g),45 and older,2006,Ottawa,*,*,1868
Normal birth weight (2500g+),Less than 15,2006,Ottawa,*,*,1870
Normal birth weight (2500g+),15 to 17,2006,Ottawa,*,*,1871
Normal birth weight (2500g+),18 to 19,2006,Ottawa,32,7.7,1872
Normal birth weight (2500g+),20 to 24,2006,Ottawa,85,20.3,1873
Normal birth weight (2500g+),25 to 29,2006,Ottawa,141,33.7,1874
Normal birth weight (2500g+),30 to 34,2006,Ottawa,73,17.5,1875
Normal birth weight (2500g+),35 to 39,2006,Ottawa,38,9.1,1876
Normal birth weight (2500g+),40 to 44,2006,Ottawa,*,*,1877
Normal birth weight (2500g+),45 and older,2006,Ottawa,0,0.0,1878
Low birth weight (<2500g),Less than 15,2006,Paulding,0,0.0,1890
Low birth weight (<2500g),15 to 17,2006,Paulding,0,0.0,1891
Low birth weight (<2500g),18 to 19,2006,Paulding,4,1.5,1892
Low birth weight (<2500g),20 to 24,2006,Paulding,8,3.1,1893
Low birth weight (<2500g),25 to 29,2006,Paulding,8,3.1,1894
Low birth weight (<2500g),30 to 34,2006,Paulding,1,0.4,1895
Low birth weight (<2500g),35 to 39,2006,Paulding,2,0.8,1896
Low birth weight (<2500g),40 to 44,2006,Paulding,*,*,1897
Low birth weight (<2500g),45 and older,2006,Paulding,0,0.0,1898
Normal birth weight (2500g+),Less than 15,2006,Paulding,0,0.0,1900
Normal birth weight (2500g+),15 to 17,2006,Paulding,*,*,1901
Normal birth weight (2500g+),18 to 19,2006,Paulding,*,*,1902
Normal birth weight (2500g+),20 to 24,2006,Paulding,81,31.0,1903
Normal birth weight (2500g+),25 to 29,2006,Paulding,83,31.8,1904
Normal birth weight (2500g+),30 to 34,2006,Paulding,40,15.3,1905
