LowBirthWeightIndLowBirthWeightIndDesc,BirthAgeGroupAgeGroupDesc,YearBirthYearDesc,CountyCountyName,BirthCount,Birth Count_PCT,SORT
Normal birth weight (2500g+),40 to 44,2012,Meigs,*,*,17957
Normal birth weight (2500g+),45 and older,2012,Meigs,*,*,17958
Low birth weight (<2500g),Less than 15,2012,Mercer,0,0.0,17970
Low birth weight (<2500g),15 to 17,2012,Mercer,0,0.0,17971
Low birth weight (<2500g),18 to 19,2012,Mercer,1,0.2,17972
Low birth weight (<2500g),20 to 24,2012,Mercer,7,1.4,17973
Low birth weight (<2500g),25 to 29,2012,Mercer,7,1.4,17974
Low birth weight (<2500g),30 to 34,2012,Mercer,8,1.6,17975
Low birth weight (<2500g),35 to 39,2012,Mercer,5,1.0,17976
Low birth weight (<2500g),40 to 44,2012,Mercer,*,*,17977
Low birth weight (<2500g),45 and older,2012,Mercer,0,0.0,17978
Normal birth weight (2500g+),Less than 15,2012,Mercer,0,0.0,17980
Normal birth weight (2500g+),15 to 17,2012,Mercer,*,*,17981
Normal birth weight (2500g+),18 to 19,2012,Mercer,27,5.3,17982
Normal birth weight (2500g+),20 to 24,2012,Mercer,125,24.6,17983
Normal birth weight (2500g+),25 to 29,2012,Mercer,178,35.0,17984
Normal birth weight (2500g+),30 to 34,2012,Mercer,102,20.0,17985
Normal birth weight (2500g+),35 to 39,2012,Mercer,35,6.9,17986
Normal birth weight (2500g+),40 to 44,2012,Mercer,*,*,17987
Normal birth weight (2500g+),45 and older,2012,Mercer,*,*,17988
Low birth weight (<2500g),Less than 15,2012,Miami,0,0.0,18000
Low birth weight (<2500g),15 to 17,2012,Miami,1,0.1,18001
Low birth weight (<2500g),18 to 19,2012,Miami,6,0.5,18002
Low birth weight (<2500g),20 to 24,2012,Miami,20,1.8,18003
Low birth weight (<2500g),25 to 29,2012,Miami,24,2.2,18004
Low birth weight (<2500g),30 to 34,2012,Miami,14,1.3,18005
Low birth weight (<2500g),35 to 39,2012,Miami,5,0.5,18006
Low birth weight (<2500g),40 to 44,2012,Miami,1,0.1,18007
Low birth weight (<2500g),45 and older,2012,Miami,*,*,18008
Normal birth weight (2500g+),Less than 15,2012,Miami,0,0.0,18010
Normal birth weight (2500g+),15 to 17,2012,Miami,*,*,18011
Normal birth weight (2500g+),18 to 19,2012,Miami,71,6.4,18012
Normal birth weight (2500g+),20 to 24,2012,Miami,297,26.7,18013
Normal birth weight (2500g+),25 to 29,2012,Miami,319,28.7,18014
Normal birth weight (2500g+),30 to 34,2012,Miami,249,22.4,18015
Normal birth weight (2500g+),35 to 39,2012,Miami,67,6.0,18016
Normal birth weight (2500g+),40 to 44,2012,Miami,*,*,18017
Normal birth weight (2500g+),45 and older,2012,Miami,0,0.0,18018
Low birth weight (<2500g),Less than 15,2012,Monroe,0,0.0,18030
Low birth weight (<2500g),15 to 17,2012,Monroe,0,0.0,18031
Low birth weight (<2500g),18 to 19,2012,Monroe,0,0.0,18032
Low birth weight (<2500g),20 to 24,2012,Monroe,*,*,18033
Low birth weight (<2500g),25 to 29,2012,Monroe,*,*,18034
Low birth weight (<2500g),30 to 34,2012,Monroe,*,*,18035
Low birth weight (<2500g),35 to 39,2012,Monroe,*,*,18036
Low birth weight (<2500g),40 to 44,2012,Monroe,0,0.0,18037
Low birth weight (<2500g),45 and older,2012,Monroe,0,0.0,18038
Normal birth weight (2500g+),Less than 15,2012,Monroe,0,0.0,18040
Normal birth weight (2500g+),15 to 17,2012,Monroe,*,*,18041
Normal birth weight (2500g+),18 to 19,2012,Monroe,*,*,18042
Normal birth weight (2500g+),20 to 24,2012,Monroe,39,25.5,18043
Normal birth weight (2500g+),25 to 29,2012,Monroe,47,30.7,18044
Normal birth weight (2500g+),30 to 34,2012,Monroe,29,19.0,18045
Normal birth weight (2500g+),35 to 39,2012,Monroe,*,*,18046
Normal birth weight (2500g+),40 to 44,2012,Monroe,*,*,18047
Normal birth weight (2500g+),45 and older,2012,Monroe,0,0.0,18048
Low birth weight (<2500g),Less than 15,2012,Montgomery,*,*,18060
Low birth weight (<2500g),15 to 17,2012,Montgomery,23,0.3,18061
Low birth weight (<2500g),18 to 19,2012,Montgomery,58,0.9,18062
Low birth weight (<2500g),20 to 24,2012,Montgomery,191,2.8,18063
Low birth weight (<2500g),25 to 29,2012,Montgomery,172,2.5,18064
Low birth weight (<2500g),30 to 34,2012,Montgomery,143,2.1,18065
Low birth weight (<2500g),35 to 39,2012,Montgomery,57,0.8,18066
Low birth weight (<2500g),40 to 44,2012,Montgomery,11,0.2,18067
Low birth weight (<2500g),45 and older,2012,Montgomery,*,*,18068
Normal birth weight (2500g+),Less than 15,2012,Montgomery,*,*,18070
Normal birth weight (2500g+),15 to 17,2012,Montgomery,132,2.0,18071
Normal birth weight (2500g+),18 to 19,2012,Montgomery,368,5.5,18072
Normal birth weight (2500g+),20 to 24,2012,Montgomery,1657,24.5,18073
Normal birth weight (2500g+),25 to 29,2012,Montgomery,1912,28.3,18074
Normal birth weight (2500g+),30 to 34,2012,Montgomery,1419,21.0,18075
Normal birth weight (2500g+),35 to 39,2012,Montgomery,516,7.6,18076
Normal birth weight (2500g+),40 to 44,2012,Montgomery,83,1.2,18077
Normal birth weight (2500g+),45 and older,2012,Montgomery,*,*,18078
Low birth weight (<2500g),Less than 15,2012,Morgan,0,0.0,18090
Low birth weight (<2500g),15 to 17,2012,Morgan,0,0.0,18091
Low birth weight (<2500g),18 to 19,2012,Morgan,3,1.9,18092
Low birth weight (<2500g),20 to 24,2012,Morgan,7,4.5,18093
Low birth weight (<2500g),25 to 29,2012,Morgan,9,5.8,18094
Low birth weight (<2500g),30 to 34,2012,Morgan,1,0.6,18095
Low birth weight (<2500g),35 to 39,2012,Morgan,0,0.0,18096
Low birth weight (<2500g),40 to 44,2012,Morgan,0,0.0,18097
Low birth weight (<2500g),45 and older,2012,Morgan,0,0.0,18098
Normal birth weight (2500g+),Less than 15,2012,Morgan,0,0.0,18100
Normal birth weight (2500g+),15 to 17,2012,Morgan,*,*,18101
Normal birth weight (2500g+),18 to 19,2012,Morgan,*,*,18102
Normal birth weight (2500g+),20 to 24,2012,Morgan,51,33.1,18103
Normal birth weight (2500g+),25 to 29,2012,Morgan,37,24.0,18104
Normal birth weight (2500g+),30 to 34,2012,Morgan,26,16.9,18105
Normal birth weight (2500g+),35 to 39,2012,Morgan,*,*,18106
Normal birth weight (2500g+),40 to 44,2012,Morgan,*,*,18107
Normal birth weight (2500g+),45 and older,2012,Morgan,*,*,18108
Low birth weight (<2500g),Less than 15,2012,Morrow,0,0.0,18120
Low birth weight (<2500g),15 to 17,2012,Morrow,1,0.3,18121
Low birth weight (<2500g),18 to 19,2012,Morrow,1,0.3,18122
Low birth weight (<2500g),20 to 24,2012,Morrow,6,1.5,18123
Low birth weight (<2500g),25 to 29,2012,Morrow,11,2.8,18124
Low birth weight (<2500g),30 to 34,2012,Morrow,11,2.8,18125
Low birth weight (<2500g),35 to 39,2012,Morrow,6,1.5,18126
Low birth weight (<2500g),40 to 44,2012,Morrow,*,*,18127
Low birth weight (<2500g),45 and older,2012,Morrow,0,0.0,18128
Normal birth weight (2500g+),Less than 15,2012,Morrow,0,0.0,18130
Normal birth weight (2500g+),15 to 17,2012,Morrow,*,*,18131
Normal birth weight (2500g+),18 to 19,2012,Morrow,27,6.8,18132
Normal birth weight (2500g+),20 to 24,2012,Morrow,97,24.4,18133
Normal birth weight (2500g+),25 to 29,2012,Morrow,111,27.9,18134
Normal birth weight (2500g+),30 to 34,2012,Morrow,77,19.3,18135
Normal birth weight (2500g+),35 to 39,2012,Morrow,32,8.0,18136
Normal birth weight (2500g+),40 to 44,2012,Morrow,*,*,18137
Normal birth weight (2500g+),45 and older,2012,Morrow,0,0.0,18138
Low birth weight (<2500g),Less than 15,2012,Muskingum,0,0.0,18150
Low birth weight (<2500g),15 to 17,2012,Muskingum,0,0.0,18151
Low birth weight (<2500g),18 to 19,2012,Muskingum,6,0.6,18152
Low birth weight (<2500g),20 to 24,2012,Muskingum,30,2.9,18153
Low birth weight (<2500g),25 to 29,2012,Muskingum,29,2.9,18154
Low birth weight (<2500g),30 to 34,2012,Muskingum,12,1.2,18155
Low birth weight (<2500g),35 to 39,2012,Muskingum,8,0.8,18156
Low birth weight (<2500g),40 to 44,2012,Muskingum,0,0.0,18157
Low birth weight (<2500g),45 and older,2012,Muskingum,0,0.0,18158
Normal birth weight (2500g+),Less than 15,2012,Muskingum,*,*,18160
Normal birth weight (2500g+),15 to 17,2012,Muskingum,28,2.8,18161
Normal birth weight (2500g+),18 to 19,2012,Muskingum,67,6.6,18162
Normal birth weight (2500g+),20 to 24,2012,Muskingum,322,31.7,18163
Normal birth weight (2500g+),25 to 29,2012,Muskingum,271,26.6,18164
Normal birth weight (2500g+),30 to 34,2012,Muskingum,182,17.9,18165
Normal birth weight (2500g+),35 to 39,2012,Muskingum,54,5.3,18166
Normal birth weight (2500g+),40 to 44,2012,Muskingum,*,*,18167
Normal birth weight (2500g+),45 and older,2012,Muskingum,*,*,18168
Low birth weight (<2500g),Less than 15,2012,Noble,0,0.0,18180
Low birth weight (<2500g),15 to 17,2012,Noble,*,*,18181
Low birth weight (<2500g),18 to 19,2012,Noble,*,*,18182
Low birth weight (<2500g),20 to 24,2012,Noble,*,*,18183
Low birth weight (<2500g),25 to 29,2012,Noble,*,*,18184
Low birth weight (<2500g),30 to 34,2012,Noble,*,*,18185
Low birth weight (<2500g),35 to 39,2012,Noble,*,*,18186
Low birth weight (<2500g),40 to 44,2012,Noble,0,0.0,18187
Low birth weight (<2500g),45 and older,2012,Noble,0,0.0,18188
Normal birth weight (2500g+),Less than 15,2012,Noble,0,0.0,18190
Normal birth weight (2500g+),15 to 17,2012,Noble,0,0.0,18191
Normal birth weight (2500g+),18 to 19,2012,Noble,*,*,18192
Normal birth weight (2500g+),20 to 24,2012,Noble,36,29.8,18193
Normal birth weight (2500g+),25 to 29,2012,Noble,33,27.3,18194
Normal birth weight (2500g+),30 to 34,2012,Noble,26,21.5,18195
Normal birth weight (2500g+),35 to 39,2012,Noble,*,*,18196
Normal birth weight (2500g+),40 to 44,2012,Noble,0,0.0,18197
Normal birth weight (2500g+),45 and older,2012,Noble,0,0.0,18198
Low birth weight (<2500g),Less than 15,2012,NonOH,0,0.0,18210
Low birth weight (<2500g),15 to 17,2012,NonOH,0,0.0,18211
Low birth weight (<2500g),18 to 19,2012,NonOH,0,0.0,18212
Low birth weight (<2500g),20 to 24,2012,NonOH,0,0.0,18213
Low birth weight (<2500g),25 to 29,2012,NonOH,0,0.0,18214
Low birth weight (<2500g),30 to 34,2012,NonOH,0,0.0,18215
Low birth weight (<2500g),35 to 39,2012,NonOH,0,0.0,18216
Low birth weight (<2500g),40 to 44,2012,NonOH,0,0.0,18217
Low birth weight (<2500g),45 and older,2012,NonOH,0,0.0,18218
Normal birth weight (2500g+),Less than 15,2012,NonOH,0,0.0,18220
Normal birth weight (2500g+),15 to 17,2012,NonOH,0,0.0,18221
Normal birth weight (2500g+),18 to 19,2012,NonOH,0,0.0,18222
Normal birth weight (2500g+),20 to 24,2012,NonOH,0,0.0,18223
Normal birth weight (2500g+),25 to 29,2012,NonOH,0,0.0,18224
Normal birth weight (2500g+),30 to 34,2012,NonOH,0,0.0,18225
Normal birth weight (2500g+),35 to 39,2012,NonOH,0,0.0,18226
Normal birth weight (2500g+),40 to 44,2012,NonOH,0,0.0,18227
Normal birth weight (2500g+),45 and older,2012,NonOH,0,0.0,18228
Low birth weight (<2500g),Less than 15,2012,Ottawa,0,0.0,18240
Low birth weight (<2500g),15 to 17,2012,Ottawa,*,*,18241
Low birth weight (<2500g),18 to 19,2012,Ottawa,2,0.6,18242
Low birth weight (<2500g),20 to 24,2012,Ottawa,6,1.7,18243
Low birth weight (<2500g),25 to 29,2012,Ottawa,5,1.4,18244
Low birth weight (<2500g),30 to 34,2012,Ottawa,2,0.6,18245
Low birth weight (<2500g),35 to 39,2012,Ottawa,1,0.3,18246
Low birth weight (<2500g),40 to 44,2012,Ottawa,*,*,18247
Low birth weight (<2500g),45 and older,2012,Ottawa,0,0.0,18248
Normal birth weight (2500g+),Less than 15,2012,Ottawa,0,0.0,18250
Normal birth weight (2500g+),15 to 17,2012,Ottawa,*,*,18251
Normal birth weight (2500g+),18 to 19,2012,Ottawa,*,*,18252
Normal birth weight (2500g+),20 to 24,2012,Ottawa,84,23.9,18253
Normal birth weight (2500g+),25 to 29,2012,Ottawa,107,30.4,18254
Normal birth weight (2500g+),30 to 34,2012,Ottawa,76,21.6,18255
Normal birth weight (2500g+),35 to 39,2012,Ottawa,25,7.1,18256
Normal birth weight (2500g+),40 to 44,2012,Ottawa,*,*,18257
Normal birth weight (2500g+),45 and older,2012,Ottawa,0,0.0,18258
Low birth weight (<2500g),Less than 15,2012,Paulding,0,0.0,18270
Low birth weight (<2500g),15 to 17,2012,Paulding,*,*,18271
Low birth weight (<2500g),18 to 19,2012,Paulding,0,0.0,18272
Low birth weight (<2500g),20 to 24,2012,Paulding,3,1.4,18273
Low birth weight (<2500g),25 to 29,2012,Paulding,5,2.4,18274
Low birth weight (<2500g),30 to 34,2012,Paulding,5,2.4,18275
Low birth weight (<2500g),35 to 39,2012,Paulding,*,*,18276
Low birth weight (<2500g),40 to 44,2012,Paulding,0,0.0,18277
Low birth weight (<2500g),45 and older,2012,Paulding,0,0.0,18278
Normal birth weight (2500g+),Less than 15,2012,Paulding,*,*,18280
Normal birth weight (2500g+),15 to 17,2012,Paulding,*,*,18281
Normal birth weight (2500g+),18 to 19,2012,Paulding,*,*,18282
Normal birth weight (2500g+),20 to 24,2012,Paulding,63,30.1,18283
Normal birth weight (2500g+),25 to 29,2012,Paulding,63,30.1,18284
Normal birth weight (2500g+),30 to 34,2012,Paulding,32,15.3,18285
Normal birth weight (2500g+),35 to 39,2012,Paulding,*,*,18286
Normal birth weight (2500g+),40 to 44,2012,Paulding,*,*,18287
Normal birth weight (2500g+),45 and older,2012,Paulding,0,0.0,18288
Low birth weight (<2500g),Less than 15,2012,Pending,0,0.0,18300
Low birth weight (<2500g),15 to 17,2012,Pending,0,0.0,18301
Low birth weight (<2500g),18 to 19,2012,Pending,0,0.0,18302
Low birth weight (<2500g),20 to 24,2012,Pending,0,0.0,18303
Low birth weight (<2500g),25 to 29,2012,Pending,0,0.0,18304
Low birth weight (<2500g),30 to 34,2012,Pending,0,0.0,18305
Low birth weight (<2500g),35 to 39,2012,Pending,0,0.0,18306
Low birth weight (<2500g),40 to 44,2012,Pending,0,0.0,18307
Low birth weight (<2500g),45 and older,2012,Pending,0,0.0,18308
Normal birth weight (2500g+),Less than 15,2012,Pending,0,0.0,18310
Normal birth weight (2500g+),15 to 17,2012,Pending,0,0.0,18311
Normal birth weight (2500g+),18 to 19,2012,Pending,0,0.0,18312
Normal birth weight (2500g+),20 to 24,2012,Pending,0,0.0,18313
Normal birth weight (2500g+),25 to 29,2012,Pending,0,0.0,18314
Normal birth weight (2500g+),30 to 34,2012,Pending,0,0.0,18315
Normal birth weight (2500g+),35 to 39,2012,Pending,0,0.0,18316
Normal birth weight (2500g+),40 to 44,2012,Pending,0,0.0,18317
Normal birth weight (2500g+),45 and older,2012,Pending,0,0.0,18318
Low birth weight (<2500g),Less than 15,2012,Perry,0,0.0,18330
Low birth weight (<2500g),15 to 17,2012,Perry,0,0.0,18331
Low birth weight (<2500g),18 to 19,2012,Perry,1,0.3,18332
Low birth weight (<2500g),20 to 24,2012,Perry,14,3.6,18333
Low birth weight (<2500g),25 to 29,2012,Perry,6,1.5,18334
Low birth weight (<2500g),30 to 34,2012,Perry,2,0.5,18335
Low birth weight (<2500g),35 to 39,2012,Perry,1,0.3,18336
Low birth weight (<2500g),40 to 44,2012,Perry,0,0.0,18337
Low birth weight (<2500g),45 and older,2012,Perry,0,0.0,18338
Normal birth weight (2500g+),Less than 15,2012,Perry,0,0.0,18340
Normal birth weight (2500g+),15 to 17,2012,Perry,*,*,18341
Normal birth weight (2500g+),18 to 19,2012,Perry,40,10.2,18342
Normal birth weight (2500g+),20 to 24,2012,Perry,125,32.0,18343
Normal birth weight (2500g+),25 to 29,2012,Perry,103,26.3,18344
Normal birth weight (2500g+),30 to 34,2012,Perry,69,17.6,18345
Normal birth weight (2500g+),35 to 39,2012,Perry,*,*,18346
Normal birth weight (2500g+),40 to 44,2012,Perry,*,*,18347
Normal birth weight (2500g+),45 and older,2012,Perry,0,0.0,18348
Low birth weight (<2500g),Less than 15,2012,Pickaway,0,0.0,18360
Low birth weight (<2500g),15 to 17,2012,Pickaway,1,0.2,18361
Low birth weight (<2500g),18 to 19,2012,Pickaway,4,0.6,18362
Low birth weight (<2500g),20 to 24,2012,Pickaway,12,1.9,18363
Low birth weight (<2500g),25 to 29,2012,Pickaway,14,2.2,18364
Low birth weight (<2500g),30 to 34,2012,Pickaway,15,2.4,18365
Low birth weight (<2500g),35 to 39,2012,Pickaway,2,0.3,18366
Low birth weight (<2500g),40 to 44,2012,Pickaway,*,*,18367
Low birth weight (<2500g),45 and older,2012,Pickaway,0,0.0,18368
Normal birth weight (2500g+),Less than 15,2012,Pickaway,*,*,18370
Normal birth weight (2500g+),15 to 17,2012,Pickaway,*,*,18371
Normal birth weight (2500g+),18 to 19,2012,Pickaway,42,6.7,18372
Normal birth weight (2500g+),20 to 24,2012,Pickaway,173,27.6,18373
Normal birth weight (2500g+),25 to 29,2012,Pickaway,167,26.6,18374
Normal birth weight (2500g+),30 to 34,2012,Pickaway,126,20.1,18375
Normal birth weight (2500g+),35 to 39,2012,Pickaway,46,7.3,18376
Normal birth weight (2500g+),40 to 44,2012,Pickaway,*,*,18377
Normal birth weight (2500g+),45 and older,2012,Pickaway,0,0.0,18378
Low birth weight (<2500g),Less than 15,2012,Pike,*,*,18390
Low birth weight (<2500g),15 to 17,2012,Pike,0,0.0,18391
Low birth weight (<2500g),18 to 19,2012,Pike,5,1.5,18392
Low birth weight (<2500g),20 to 24,2012,Pike,11,3.3,18393
Low birth weight (<2500g),25 to 29,2012,Pike,10,3.0,18394
Low birth weight (<2500g),30 to 34,2012,Pike,5,1.5,18395
Low birth weight (<2500g),35 to 39,2012,Pike,*,*,18396
Low birth weight (<2500g),40 to 44,2012,Pike,0,0.0,18397
Low birth weight (<2500g),45 and older,2012,Pike,0,0.0,18398
Normal birth weight (2500g+),Less than 15,2012,Pike,*,*,18400
Normal birth weight (2500g+),15 to 17,2012,Pike,*,*,18401
Normal birth weight (2500g+),18 to 19,2012,Pike,28,8.3,18402
Normal birth weight (2500g+),20 to 24,2012,Pike,124,36.7,18403
Normal birth weight (2500g+),25 to 29,2012,Pike,85,25.1,18404
Normal birth weight (2500g+),30 to 34,2012,Pike,41,12.1,18405
Normal birth weight (2500g+),35 to 39,2012,Pike,*,*,18406
Normal birth weight (2500g+),40 to 44,2012,Pike,*,*,18407
Normal birth weight (2500g+),45 and older,2012,Pike,0,0.0,18408
Low birth weight (<2500g),Less than 15,2012,Portage,0,0.0,18420
Low birth weight (<2500g),15 to 17,2012,Portage,3,0.2,18421
Low birth weight (<2500g),18 to 19,2012,Portage,5,0.4,18422
Low birth weight (<2500g),20 to 24,2012,Portage,24,1.7,18423
Low birth weight (<2500g),25 to 29,2012,Portage,32,2.3,18424
Low birth weight (<2500g),30 to 34,2012,Portage,17,1.2,18425
Low birth weight (<2500g),35 to 39,2012,Portage,12,0.9,18426
Low birth weight (<2500g),40 to 44,2012,Portage,1,0.1,18427
Low birth weight (<2500g),45 and older,2012,Portage,*,*,18428
Normal birth weight (2500g+),Less than 15,2012,Portage,*,*,18430
Normal birth weight (2500g+),15 to 17,2012,Portage,*,*,18431
Normal birth weight (2500g+),18 to 19,2012,Portage,68,4.9,18432
Normal birth weight (2500g+),20 to 24,2012,Portage,309,22.4,18433
Normal birth weight (2500g+),25 to 29,2012,Portage,380,27.5,18434
Normal birth weight (2500g+),30 to 34,2012,Portage,339,24.5,18435
Normal birth weight (2500g+),35 to 39,2012,Portage,140,10.1,18436
Normal birth weight (2500g+),40 to 44,2012,Portage,28,2.0,18437
Normal birth weight (2500g+),45 and older,2012,Portage,*,*,18438
Low birth weight (<2500g),Less than 15,2012,Preble,0,0.0,18450
Low birth weight (<2500g),15 to 17,2012,Preble,*,*,18451
Low birth weight (<2500g),18 to 19,2012,Preble,2,0.4,18452
Low birth weight (<2500g),20 to 24,2012,Preble,12,2.7,18453
Low birth weight (<2500g),25 to 29,2012,Preble,10,2.2,18454
Low birth weight (<2500g),30 to 34,2012,Preble,5,1.1,18455
Low birth weight (<2500g),35 to 39,2012,Preble,1,0.2,18456
Low birth weight (<2500g),40 to 44,2012,Preble,*,*,18457
Low birth weight (<2500g),45 and older,2012,Preble,0,0.0,18458
Normal birth weight (2500g+),Less than 15,2012,Preble,0,0.0,18460
Normal birth weight (2500g+),15 to 17,2012,Preble,*,*,18461
Normal birth weight (2500g+),18 to 19,2012,Preble,30,6.7,18462
Normal birth weight (2500g+),20 to 24,2012,Preble,133,29.7,18463
Normal birth weight (2500g+),25 to 29,2012,Preble,130,29.0,18464
Normal birth weight (2500g+),30 to 34,2012,Preble,79,17.6,18465
Normal birth weight (2500g+),35 to 39,2012,Preble,34,7.6,18466
Normal birth weight (2500g+),40 to 44,2012,Preble,*,*,18467
Normal birth weight (2500g+),45 and older,2012,Preble,*,*,18468
Low birth weight (<2500g),Less than 15,2012,Putnam,0,0.0,18480
Low birth weight (<2500g),15 to 17,2012,Putnam,*,*,18481
Low birth weight (<2500g),18 to 19,2012,Putnam,0,0.0,18482
Low birth weight (<2500g),20 to 24,2012,Putnam,3,0.7,18483
Low birth weight (<2500g),25 to 29,2012,Putnam,10,2.2,18484
Low birth weight (<2500g),30 to 34,2012,Putnam,4,0.9,18485
Low birth weight (<2500g),35 to 39,2012,Putnam,2,0.4,18486
Low birth weight (<2500g),40 to 44,2012,Putnam,0,0.0,18487
Low birth weight (<2500g),45 and older,2012,Putnam,0,0.0,18488
Normal birth weight (2500g+),Less than 15,2012,Putnam,0,0.0,18490
Normal birth weight (2500g+),15 to 17,2012,Putnam,*,*,18491
Normal birth weight (2500g+),18 to 19,2012,Putnam,*,*,18492
Normal birth weight (2500g+),20 to 24,2012,Putnam,80,17.9,18493
Normal birth weight (2500g+),25 to 29,2012,Putnam,170,38.0,18494
Normal birth weight (2500g+),30 to 34,2012,Putnam,107,23.9,18495
Normal birth weight (2500g+),35 to 39,2012,Putnam,47,10.5,18496
Normal birth weight (2500g+),40 to 44,2012,Putnam,*,*,18497
Normal birth weight (2500g+),45 and older,2012,Putnam,0,0.0,18498
Low birth weight (<2500g),Less than 15,2012,Richland,0,0.0,18510
Low birth weight (<2500g),15 to 17,2012,Richland,6,0.4,18511
Low birth weight (<2500g),18 to 19,2012,Richland,11,0.8,18512
Low birth weight (<2500g),20 to 24,2012,Richland,44,3.1,18513
Low birth weight (<2500g),25 to 29,2012,Richland,34,2.4,18514
Low birth weight (<2500g),30 to 34,2012,Richland,15,1.0,18515
Low birth weight (<2500g),35 to 39,2012,Richland,8,0.6,18516
Low birth weight (<2500g),40 to 44,2012,Richland,0,0.0,18517
Low birth weight (<2500g),45 and older,2012,Richland,0,0.0,18518
Normal birth weight (2500g+),Less than 15,2012,Richland,*,*,18520
Normal birth weight (2500g+),15 to 17,2012,Richland,43,3.0,18521
Normal birth weight (2500g+),18 to 19,2012,Richland,110,7.7,18522
Normal birth weight (2500g+),20 to 24,2012,Richland,415,28.9,18523
Normal birth weight (2500g+),25 to 29,2012,Richland,387,27.0,18524
Normal birth weight (2500g+),30 to 34,2012,Richland,256,17.8,18525
Normal birth weight (2500g+),35 to 39,2012,Richland,90,6.3,18526
Normal birth weight (2500g+),40 to 44,2012,Richland,*,*,18527
Normal birth weight (2500g+),45 and older,2012,Richland,*,*,18528
Low birth weight (<2500g),Less than 15,2012,Ross,0,0.0,18540
Low birth weight (<2500g),15 to 17,2012,Ross,2,0.2,18541
Low birth weight (<2500g),18 to 19,2012,Ross,11,1.3,18542
Low birth weight (<2500g),20 to 24,2012,Ross,31,3.7,18543
Low birth weight (<2500g),25 to 29,2012,Ross,22,2.7,18544
Low birth weight (<2500g),30 to 34,2012,Ross,9,1.1,18545
Low birth weight (<2500g),35 to 39,2012,Ross,7,0.8,18546
Low birth weight (<2500g),40 to 44,2012,Ross,1,0.1,18547
Low birth weight (<2500g),45 and older,2012,Ross,*,*,18548
Normal birth weight (2500g+),Less than 15,2012,Ross,*,*,18550
Normal birth weight (2500g+),15 to 17,2012,Ross,*,*,18551
Normal birth weight (2500g+),18 to 19,2012,Ross,55,6.6,18552
Normal birth weight (2500g+),20 to 24,2012,Ross,273,32.9,18553
Normal birth weight (2500g+),25 to 29,2012,Ross,218,26.3,18554
Normal birth weight (2500g+),30 to 34,2012,Ross,131,15.8,18555
Normal birth weight (2500g+),35 to 39,2012,Ross,42,5.1,18556
Normal birth weight (2500g+),40 to 44,2012,Ross,*,*,18557
Normal birth weight (2500g+),45 and older,2012,Ross,*,*,18558
Low birth weight (<2500g),Less than 15,2012,Sandusky,0,0.0,18570
Low birth weight (<2500g),15 to 17,2012,Sandusky,4,0.6,18571
Low birth weight (<2500g),18 to 19,2012,Sandusky,2,0.3,18572
Low birth weight (<2500g),20 to 24,2012,Sandusky,19,2.7,18573
Low birth weight (<2500g),25 to 29,2012,Sandusky,10,1.4,18574
Low birth weight (<2500g),30 to 34,2012,Sandusky,7,1.0,18575
Low birth weight (<2500g),35 to 39,2012,Sandusky,4,0.6,18576
Low birth weight (<2500g),40 to 44,2012,Sandusky,0,0.0,18577
Low birth weight (<2500g),45 and older,2012,Sandusky,0,0.0,18578
Normal birth weight (2500g+),Less than 15,2012,Sandusky,*,*,18580
Normal birth weight (2500g+),15 to 17,2012,Sandusky,*,*,18581
Normal birth weight (2500g+),18 to 19,2012,Sandusky,50,7.2,18582
Normal birth weight (2500g+),20 to 24,2012,Sandusky,190,27.4,18583
Normal birth weight (2500g+),25 to 29,2012,Sandusky,202,29.1,18584
Normal birth weight (2500g+),30 to 34,2012,Sandusky,138,19.9,18585
Normal birth weight (2500g+),35 to 39,2012,Sandusky,46,6.6,18586
Normal birth weight (2500g+),40 to 44,2012,Sandusky,*,*,18587
Normal birth weight (2500g+),45 and older,2012,Sandusky,0,0.0,18588
Low birth weight (<2500g),Less than 15,2012,Scioto,0,0.0,18600
Low birth weight (<2500g),15 to 17,2012,Scioto,1,0.1,18601
Low birth weight (<2500g),18 to 19,2012,Scioto,7,0.8,18602
Low birth weight (<2500g),20 to 24,2012,Scioto,21,2.4,18603
Low birth weight (<2500g),25 to 29,2012,Scioto,24,2.7,18604
Low birth weight (<2500g),30 to 34,2012,Scioto,12,1.4,18605
Low birth weight (<2500g),35 to 39,2012,Scioto,4,0.5,18606
Low birth weight (<2500g),40 to 44,2012,Scioto,*,*,18607
Low birth weight (<2500g),45 and older,2012,Scioto,0,0.0,18608
Normal birth weight (2500g+),Less than 15,2012,Scioto,0,0.0,18610
Normal birth weight (2500g+),15 to 17,2012,Scioto,31,3.5,18611
Normal birth weight (2500g+),18 to 19,2012,Scioto,66,7.5,18612
Normal birth weight (2500g+),20 to 24,2012,Scioto,278,31.4,18613
Normal birth weight (2500g+),25 to 29,2012,Scioto,275,31.1,18614
Normal birth weight (2500g+),30 to 34,2012,Scioto,117,13.2,18615
Normal birth weight (2500g+),35 to 39,2012,Scioto,40,4.5,18616
Normal birth weight (2500g+),40 to 44,2012,Scioto,*,*,18617
Normal birth weight (2500g+),45 and older,2012,Scioto,*,*,18618
Low birth weight (<2500g),Less than 15,2012,Seneca,0,0.0,18630
Low birth weight (<2500g),15 to 17,2012,Seneca,0,0.0,18631
